anchor_path,positive_path,negative_path
F:\DATASET\VGGFace2\dataset\train\n000485\0136_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000485\0428_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000413\0323_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000348\0150_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000348\0193_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000425\0283_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000102\0083_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000102\0116_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000163\0013_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000384\0029_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000384\0033_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000366\0058_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000173\0407_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000173\0223_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000318\0205_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000121\0079_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000121\0086_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000215\0041_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000305\0292_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000305\0032_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000143\0231_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000315\0243_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000315\0021_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000004\0082_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000215\0441_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000215\0036_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000236\0240_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000483\0191_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000483\0018_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000128\0069_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000120\0344_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000120\0232_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000423\0064_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000234\0011_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000234\0317_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000219\0321_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000468\0206_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000468\0003_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000234\0470_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000251\0222_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000251\0179_06.jpg,F:\DATASET\VGGFace2\dataset\train\n000345\0485_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000067\0354_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000067\0151_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000234\0487_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000332\0248_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000332\0534_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000092\0276_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000127\0067_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000127\1120_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000495\0201_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000420\0122_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000420\0026_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000415\0307_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000373\0268_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000373\0196_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000253\0112_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000038\0084_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000038\0116_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000433\0002_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000237\0080_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000237\0076_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000065\0332_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000213\0168_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000213\0065_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000386\0195_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000315\0086_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000315\0015_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000447\0325_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000396\0193_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000396\0091_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000484\0230_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000352\0152_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000352\0470_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000338\0041_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000214\0220_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000214\0065_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000417\0043_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000175\0027_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000175\0243_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000319\0020_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000104\0178_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000104\0091_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000031\0041_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000324\0018_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000324\0062_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000239\0059_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000020\0051_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000020\0371_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000333\0265_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000260\0305_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000260\0301_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000366\0405_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000076\0089_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000076\0182_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000004\0241_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000170\0018_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000170\0345_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000449\0200_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000333\0034_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000333\0069_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000046\0056_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000157\0105_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000157\0009_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000190\0091_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000011\0236_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000011\0013_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000152\0017_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000076\0264_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000076\0060_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000008\0062_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000392\0341_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000392\0153_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000235\0096_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000039\0066_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000039\0073_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000432\0005_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000220\0024_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000220\0422_04.jpg,F:\DATASET\VGGFace2\dataset\train\n000403\0065_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000305\0075_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000305\0063_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000270\0378_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000436\0426_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000436\0392_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000013\0313_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000399\0191_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000399\0101_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000434\0188_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000465\0248_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000465\0184_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000331\0010_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000212\0537_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000212\0268_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000236\0397_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000428\0062_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000428\0308_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000189\0022_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000238\0481_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000238\0418_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000177\0005_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000116\0076_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000116\0034_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000316\0398_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000281\0063_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000281\0316_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000353\0018_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000407\0012_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000407\0006_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000166\0407_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000079\0003_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000079\0186_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000255\0011_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000166\0108_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000166\0414_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000014\0279_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000128\0120_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000128\0001_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000294\0365_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000121\0026_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000121\0018_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000392\0354_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000360\0060_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000360\0015_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000209\0134_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000188\0308_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000188\0001_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000115\0339_04.jpg
F:\DATASET\VGGFace2\dataset\train\n000402\0283_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000402\0089_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000345\0038_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000282\0186_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000282\0334_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000048\0031_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000206\0127_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000206\0262_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000489\0252_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000090\0100_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000090\0101_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000034\0250_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000417\0067_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000417\0040_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000084\0047_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000015\0194_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000015\0393_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000353\0258_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000478\0124_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000478\0153_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000254\0026_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000194\0050_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000194\0061_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000297\0195_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000227\0280_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000227\0088_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000086\0141_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000084\0207_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000084\0014_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000172\0110_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000002\0248_03.jpg,F:\DATASET\VGGFace2\dataset\train\n000002\0222_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000493\0243_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000193\0027_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000193\0140_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000167\0248_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000133\0009_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000133\0189_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000054\0262_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000446\0173_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000446\0279_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000413\0298_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000340\0078_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000340\0069_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000246\0098_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000455\0066_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000455\0034_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000167\0133_03.jpg
F:\DATASET\VGGFace2\dataset\train\n000369\0149_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000369\0051_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000360\0027_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000180\0026_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000180\0262_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000382\0107_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000443\0355_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000443\0247_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000328\0133_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000154\0128_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000154\0262_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000476\0210_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000011\0119_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000011\0040_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000314\0245_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000408\0384_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000408\0037_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000353\0262_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000415\0088_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000415\0390_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000329\0147_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000060\0086_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000060\0358_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000211\0096_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000319\0203_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000319\0154_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000382\0156_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000037\0016_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000037\0030_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000470\0054_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000465\0379_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000465\0129_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000305\0087_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000305\0276_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000305\0455_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000384\0165_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000002\0112_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000002\0054_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000214\0474_03.jpg
F:\DATASET\VGGFace2\dataset\train\n000430\0170_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000430\0121_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000015\0102_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000062\0245_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000062\0111_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000020\0475_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000220\0422_04.jpg,F:\DATASET\VGGFace2\dataset\train\n000220\0002_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000478\0270_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000075\0008_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000075\0033_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000474\0029_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000395\0358_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000395\0555_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000037\0167_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000296\0071_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000296\0024_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000473\0068_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000182\0161_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000182\0058_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000028\0022_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000145\0285_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000145\0089_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000143\0273_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000065\0040_03.jpg,F:\DATASET\VGGFace2\dataset\train\n000065\0113_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000236\0451_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000318\0129_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000318\0002_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000324\0107_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000459\0481_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000459\0246_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000416\0177_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000406\0395_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000406\0088_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000417\0035_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000309\0359_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000309\0419_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000070\0018_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000045\0153_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000045\0064_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000357\0459_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000380\0170_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000380\0147_04.jpg,F:\DATASET\VGGFace2\dataset\train\n000184\0260_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000234\0429_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000234\0308_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000457\0170_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000133\0293_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000133\0009_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000408\0162_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000239\0148_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000239\0103_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000461\0247_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000382\0096_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000382\0112_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000384\0070_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000230\0048_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000230\0119_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000374\0298_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000418\0040_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000418\0062_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000265\0472_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000211\0175_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000211\0065_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000092\0184_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000048\0015_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000048\0066_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000002\0085_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000424\0092_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000424\0030_05.jpg,F:\DATASET\VGGFace2\dataset\train\n000249\0055_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000154\0182_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000154\0176_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000475\0132_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000068\0101_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000068\0100_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000437\0162_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000475\0026_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000475\0164_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000166\0070_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000460\0429_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000460\0135_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000238\0474_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000315\0016_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000315\0121_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000343\0009_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000220\0246_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000220\0383_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000424\0031_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000126\0361_03.jpg,F:\DATASET\VGGFace2\dataset\train\n000126\0324_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000375\0004_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000089\0225_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000089\0205_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000088\0050_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000146\0080_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000146\0268_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000440\0232_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000230\0010_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000230\0036_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000263\0146_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000291\0175_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000291\0219_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000488\0016_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000035\0244_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000035\0171_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000372\0222_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000345\0207_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000345\0482_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000499\0177_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000477\0158_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000477\0241_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000361\0108_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000466\0162_04.jpg,F:\DATASET\VGGFace2\dataset\train\n000466\0003_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000054\0002_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000398\0258_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000398\0206_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000274\0190_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000460\0389_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000460\0215_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000472\0375_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000305\0325_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000305\0015_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000038\0313_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000193\0107_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000193\0140_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000472\0298_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000027\0045_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000027\0153_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000326\0231_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000191\0033_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000191\0653_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000364\0125_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000500\0404_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000500\0076_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000208\0059_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000437\0109_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000437\0029_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000191\0297_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000299\0288_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000299\0235_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000117\0182_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000384\0052_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000384\0137_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000279\0022_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000156\0056_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000156\0129_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000389\0090_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000103\0119_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000103\0604_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000282\0306_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000144\0051_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000144\0234_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000057\0216_01.jpg
